paper,title,room,category
3443,Bayesian Ego-graph Inference for Networked Multi-Agent Reinforcement Learning,Room 12,reinforcement_learning
3444,Scale-invariant attention,Room 2,deep_learning
3445,Disentangled Representation Learning via Modular Compositional Bias,Room 1,general_machine_learning
3446,FairImagen: Post-Processing for Bias Mitigation in Text-to-Image Models,Room 3,social_and_economic_aspects_of_machine_learning
3447,MixPrompt: Efficient Mixed Prompting for Multimodal Semantic Segmentation,Room 5,deep_learning
3448,TreeSynth: Synthesizing Diverse Data from Scratch via Tree-Guided Subspace Partitioning,Room 2,applications
3449,Equilibrium Policy Generalization: A Reinforcement Learning Framework for Cross-Graph Zero-Shot Generalization in Pursuit-Evasion Games,Room 10,reinforcement_learning
3450,DeCaFlow: A deconfounding causal generative model,Room 11,probabilistic_methods
3451,Hierarchical Frequency Tagging Probe (HFTP): A Unified Approach to Investigate Syntactic Structure Representations in Large Language Models and the Human Brain,Room 9,neuroscience_and_cognitive_science
3452,Performative Validity of Recourse Explanations,Room 1,social_and_economic_aspects_of_machine_learning
3453,Mind the Gap: Bridging Thought Leap for Improved Chain-of-Thought Tuning,Room 7,deep_learning
3454,Revolutionizing Graph Aggregation: From Suppression to Amplification via BoostGCN,Room 3,general_machine_learning
3455,Improving the Euclidean Diffusion Generation of Manifold Data by Mitigating Score Function Singularity,Room 6,deep_learning
3456,Continuous Subspace Optimization for Continual Learning,Room 12,deep_learning
3457,FlowMoE: A Scalable Pipeline Scheduling Framework for Distributed Mixture-of-Experts Training,Room 7,infrastructure
3458,Graph Alignment via Birkhoff Relaxation,Room 4,theory
3459,GIST: Greedy Independent Set Thresholding for Max-Min Diversification with Submodular Utility,Room 4,optimization
3460,Transfer Learning for Benign Overfitting in High-Dimensional Linear Regression,Room 3,general_machine_learning
3461,Optimal Graph Clustering without Edge Density Signals,Room 1,general_machine_learning
3462,Long-tailed Recognition with Model Rebalancing,Room 3,general_machine_learning
3463,Succeed or Learn Slowly: Sample Efficient Off-Policy Reinforcement Learning for Mobile App Control,Room 12,reinforcement_learning
3464,S-GRPO: Early Exit via Reinforcement Learning in Reasoning Models,Room 10,deep_learning
3465,DCA: Graph-Guided Deep Embedding Clustering for Brain Atlases,Room 2,neuroscience_and_cognitive_science
3466,FedIGL: Federated Invariant Graph Learning for Non-IID Graphs,Room 6,general_machine_learning
3467,LLM Meeting Decision Trees on Tabular Data,Room 7,general_machine_learning
3468,Exploiting the Asymmetric Uncertainty Structure of Pre-trained VLMs on the Unit Hypersphere,Room 8,probabilistic_methods
3469,SignFlow Bipartite Subgraph Network For Large-Scale Graph Link Sign Prediction,Room 6,deep_learning
3470,AgentBreeder: Mitigating the AI Safety Risks of Multi-Agent Scaffolds via Self-Improvement,Room 1,deep_learning
3471,HubGT: Fast Graph Transformer with Decoupled Hierarchy Labeling,Room 1,deep_learning
3472,BadVLA: Towards Backdoor Attacks on Vision-Language-Action Models via Objective-Decoupled Optimization,Room 3,deep_learning
3473,Learning long range dependencies through time reversal symmetry breaking,Room 12,machine_learning_for_sciences
3474,Buffer layers for Test-Time Adaptation,Room 7,deep_learning
3475,Non-exchangeable Conformal Prediction with Optimal Transport: Tackling Distribution Shift with Unlabeled Data,Room 11,probabilistic_methods
3476,Learnable Burst-Encodable Time-of-Flight Imaging for High-Fidelity Long-Distance Depth Sensing,Room 12,deep_learning
3477,Unleashing Foundation Vision Models: Adaptive Transfer for Diverse Data-Limited Scientific Domains,Room 9,machine_learning_for_sciences
3478,DualOptim: Enhancing Efficacy and Stability in Machine Unlearning with Dual Optimizers,Room 8,social_and_economic_aspects_of_machine_learning
3479,D$^2$GS: Dense Depth Regularization for LiDAR-free Urban Scene Reconstruction,Room 2,applications
3480,HyperMixup: Hypergraph-Augmented with Higher-order Information Mixup,Room 6,general_machine_learning
3481,GVPO: Group Variance Policy Optimization for Large Language Model Post-Training,Room 11,deep_learning
3482,Uncertainty Estimation by Flexible Evidential Deep Learning,Room 4,general_machine_learning
3483,MigGPT: Harnessing Large Language Models for Automated Migration of Out-of-Tree Linux Kernel Patches Across Versions,Room 3,applications
3484,Protein Inverse Folding From Structure Feedback,Room 7,applications
3485,Consistent Paths Lead to Truth: Self-Rewarding Reinforcement Learning for LLM Reasoning,Room 10,deep_learning
3486,Boundary-to-Region Supervision for Offline Safe Reinforcement Learning,Room 4,reinforcement_learning
3487,FP4 All the Way: Fully Quantized Training of Large Language Models,Room 11,deep_learning
3488,Beyond Benign Overfitting in Nadaraya-Watson Interpolators,Room 3,theory
3489,Improved Robust Estimation for Erdős-Rényi Graphs: The Sparse Regime and Optimal Breakdown Point,Room 4,theory
3490,Adaptive Fission: Post-training Encoding for Low-latency Spike Neural Networks,Room 9,neuroscience_and_cognitive_science
3491,Multi-View Oriented GPLVM: Expressiveness and Efficiency,Room 6,probabilistic_methods
3492,Efficient Knowledge Transfer in Federated Recommendation for Joint Venture Ecosystem,Room 10,other
3493,Neural B-frame Video Compression with Bi-directional Reference Harmonization,Room 1,deep_learning
3494,Bandit and Delayed Feedback in Online Structured Prediction,Room 1,theory
3495,VL-Rethinker: Incentivizing Self-Reflection of Vision-Language Models with Reinforcement Learning,Room 10,deep_learning
3496,VLMLight: Safety-Critical Traffic Signal Control via Vision-Language Meta-Control and Dual-Branch Reasoning Architecture,Room 2,other
3497,GUI Exploration Lab: Enhancing Screen Navigation in Agents via Multi-Turn Reinforcement Learning,Room 3,reinforcement_learning
3498,Multimodal Negative Learning,Room 8,general_machine_learning
3499,Enhancing Safety in Reinforcement Learning with Human Feedback via Rectified Policy Optimization,Room 7,reinforcement_learning
3500,VETA-DiT: Variance-Equalized and Temporally Adaptive Quantization for Efficient 4-bit Diffusion Transformers,Room 11,deep_learning
3501,HIDISC: A Hyperbolic Framework for Domain Generalization with Generalized Category Discovery,Room 5,applications
3502,Spectral Graph Neural Networks are Incomplete on Graphs with a Simple Spectrum,Room 3,deep_learning
3503,Evolving and Regularizing Meta-Environment Learner for Fine-Grained Few-Shot Class-Incremental Learning,Room 3,deep_learning
3504,Language Ranker: A Lightweight Ranking framework for LLM Decoding,Room 1,deep_learning
3505,Repurposing AlphaFold3-like Protein Folding Models for Antibody Sequence and Structure Co-design,Room 7,machine_learning_for_sciences
3506,Learning Temporal 3D Semantic Scene Completion via Optical Flow Guidance,Room 9,applications
3507,Optimal Best Arm Identification under Differential Privacy,Room 10,theory
3508,Individually Fair Diversity Maximization,Room 4,social_and_economic_aspects_of_machine_learning
3509,Leveraging robust optimization for llm alignment under distribution shifts,Room 11,applications
3510,ShapeLLM-Omni: A Native Multimodal LLM for 3D Generation and Understanding,Room 9,applications
3511,Tool-Augmented Spatiotemporal Reasoning for Streamlining Video Question Answering Task,Room 5,applications
3512,Learning Simple Interpolants for Linear Integer Arithmetic,Room 1,applications
3513,Generalization Bounds for Kolmogorov-Arnold Networks (KANs) and Enhanced KANs with Lower Lipschitz Complexity,Room 4,theory
3514,The Implicit Bias of Structured State Space  Models Can Be Poisoned With Clean Labels,Room 4,theory
3515,BioCG: Constrained Generative Modeling for Biochemical Interaction Prediction,Room 7,machine_learning_for_sciences
3516,StreamBridge: Turning Your Offline Video Large Language Model into a Proactive Streaming Assistant,Room 11,applications
3517,MoonCast: High-Quality Zero-Shot Podcast Generation,Room 2,applications
3518,Adaptive Data Analysis for Growing Data,Room 1,social_and_economic_aspects_of_machine_learning
3519,Demystifying Spectral Feature Learning for Instrumental Variable Regression,Room 3,theory
3520,A Geometric Analysis of PCA,Room 4,theory
3521,MIDAS: Misalignment-based Data Augmentation Strategy for Imbalanced Multimodal Learning,Room 2,deep_learning
3522,Fast Computation and Optimization for Opinion-Based Quantities of Friedkin-Johnsen Model,Room 1,social_and_economic_aspects_of_machine_learning
3523,Thompson Sampling for Multi-Objective Linear Contextual Bandit,Room 12,theory
3524,What Do Latent Action Models Actually Learn?,Room 3,deep_learning
3525,Diffusion Guided Adversarial State Perturbations in Reinforcement Learning,Room 2,reinforcement_learning
3526,FuXi-Ocean: A Global Ocean Forecasting System with Sub-Daily Resolution,Room 12,machine_learning_for_sciences
3527,One-Step Diffusion-Based Image Compression with Semantic Distillation,Room 5,applications
3528,Dynamical Properties of Tokens in Self-Attention and Effects of Positional Encoding,Room 1,theory
3529,Towards Generalizable Multi-Policy Optimization with Self-Evolution for Job Scheduling,Room 12,optimization
3530,End-to-End Vision Tokenizer Tuning,Room 8,deep_learning
3531,Multi-Class Support Vector Machine with Differential Privacy,Room 10,social_and_economic_aspects_of_machine_learning
3532,Enhancing Visual Prompting through Expanded Transformation Space and Overfitting Mitigation,Room 8,deep_learning
3533,Multiverse: Your Language Models Secretly Decide How to Parallelize and Merge Generation,Room 9,deep_learning
3534,BevSplat: Resolving Height Ambiguity via Feature-Based Gaussian Primitives for Weakly-Supervised Cross-View Localization,Room 9,applications
3535,FuncGenFoil: Airfoil Generation and Editing Model in Function Space,Room 6,applications
3536,RUAGO: Effective and Practical Retain-Free Unlearning via Adversarial Attack and OOD Generator,Room 9,social_and_economic_aspects_of_machine_learning
3537,CReFT-CAD: Boosting Orthographic Projection Reasoning for CAD via Reinforcement Fine-Tuning,Room 1,applications
3538,"Enabling Differentially Private Federated Learning for Speech Recognition: Benchmarks, Adaptive Optimizers, and Gradient Clipping",Room 10,applications
3539,Approximate Gradient Coding for Distributed Learning with Heterogeneous Stragglers,Room 6,infrastructure
3540,Holistic Order Prediction in Natural Scenes,Room 9,deep_learning
3541,FlexVAR: Flexible Visual Autoregressive Modeling without Residual Prediction,Room 5,deep_learning
3542,Polar Sparsity: High Throughput Batched LLM Inferencing with Scalable Contextual Sparsity,Room 12,deep_learning
3543,Enhancing Personalized Multi-Turn Dialogue with Curiosity Reward,Room 3,deep_learning
3544,Conflict-Aware Knowledge Editing in the Wild: Semantic-Augmented Graph Representation for Unstructured Text,Room 2,deep_learning
3545,DreamPRM: Domain-reweighted Process Reward Model for Multimodal Reasoning,Room 5,deep_learning
3546,Meta-Learning an In-Context Transformer Model of Human Higher Visual Cortex,Room 2,neuroscience_and_cognitive_science
3547,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,Room 2,deep_learning
3548,Multiplication-Free Parallelizable Spiking Neurons with Efficient Spatio-Temporal Dynamics,Room 9,neuroscience_and_cognitive_science
3549,Vision Transformers with Self-Distilled Registers,Room 2,deep_learning
3550,EraseFlow: Learning Concept Erasure Policies via GFlowNet-Driven Alignment,Room 2,deep_learning
3551,Reinforcement Learning Finetunes Small Subnetworks in Large Language Models,Room 10,deep_learning
3552,Improving Generative Behavior Cloning via Self-Guidance and Adaptive Chunking,Room 12,applications
3553,DMol: A Highly Efficient and Chemical Motif-Preserving Molecule Generation Platform,Room 4,machine_learning_for_sciences
3554,Activation-Guided Consensus Merging for Large Language Models,Room 1,applications
3555,Boundary-Value PDEs Meet Higher-Order Differential Topology-aware GNNs,Room 6,machine_learning_for_sciences
3556,On the Integration of Spatial-Temporal Knowledge: A Lightweight Approach to Atmospheric Time Series Forecasting,Room 12,machine_learning_for_sciences
3557,Dense Backpropagation Improves Training for Sparse Mixture-of-Experts,Room 3,deep_learning
3558,Can Dependencies Induced by LLM-Agent Workflows Be Trusted?,Room 3,applications
3559,SMARTraj$^2$: A Stable Multi-City Adaptive Method for Multi-View Spatio-Temporal Trajectory Representation Learning,Room 2,applications
3560,FedEL: Federated Elastic Learning for Heterogeneous Devices,Room 10,deep_learning
3561,VQ-Seg: Vector-Quantized Token Perturbation for Semi-Supervised Medical Image Segmentation,Room 8,machine_learning_for_sciences
3562,Continuous Diffusion Model for Language Modeling,Room 6,deep_learning
3563,Metropolis-Hastings Sampling for 3D Gaussian Reconstruction,Room 9,applications
3564,RL Tango: Reinforcing Generator and Verifier Together for Language Reasoning,Room 9,deep_learning
3565,Steering When Necessary: Flexible Steering Large Language Models with Backtracking,Room 8,applications
3566,Reduction-based Pseudo-label Generation for Instance-dependent Partial Label Learning,Room 11,general_machine_learning
3567,DETree: DEtecting Human-AI Collaborative Texts via Tree-Structured Hierarchical Representation Learning,Room 3,evaluation
3568,Rainbow Delay Compensation: A Multi-Agent Reinforcement Learning Framework for Mitigating Observation Delays,Room 6,reinforcement_learning
